COUNTY    , PRECINCT                   , PRCTSEQ, BALSEQID, JURISID, CANDGROUP, OFFICENAME                                       , ELECTDATE , COL1HDG, RNAME1                              , PARTY1     , PVTALLY1, COL2HDG, RNAME2                        , PARTY2     , PVTALLY2, COL3HDG, RNAME3                                , PARTY3     , PVTALLY3, COL4HDG, RNAME4                                   , PARTY4     , PVTALLY4, COL5HDG, RNAME5                     , PARTY5     , PVTALLY5, COL6HDG, RNAME6      , PARTY6     , PVTALLY6, COL7HDG, RNAME7          , PARTY7     , PVTALLY7, COL8HDG, RNAME8        , PARTY8     , PVTALLY8, COL9HDG, RNAME9          , PARTY9     , PVTALLY9, COL10HDG, RNAME10              , PARTY10    , PVTALLY10
Washington, 12 Town Acres City         ,    0012,     0007,       0,         2, United States Senate                             , 2020-11-03,      11, Eric William Stansberry             , Independent,        1,      12, Write-In - John A. Gentry     ,            ,        0,      13, Write-In - Al Green                   ,            ,        0,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Washington, 12 Town Acres City         ,    0012,     0011,       1,         0, United States House of Representatives District 1, 2020-11-03,       1, Diana Harshbarger                   , Republican ,     1384,       2, Blair Walsingham              , Democratic ,      927,       3, Steve Holder                          , Independent,       80,       4, Write-In - Josh Berger                   ,            ,        0,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Washington, 12 Town Acres City         ,    0012,     0017,      06,         0, Tennessee House of Representatives District 6    , 2020-11-03,       1, Tim Hicks                           , Republican ,     1461,       2, Brad Batt                     , Democratic ,      790,        ,                                       ,            ,         ,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Washington, 13 Woodland                ,    0013,     0003,       0,         1, United States President                          , 2020-11-03,       1, Donald J. Trump                     , Republican ,     1820,       2, Joseph R. Biden               , Democratic ,      915,       3, Don Blankenship                       , Independent,        9,       4, " ""Roque """"Rocky"""" De La Fuente""  ", Independent,        0,       5, Howie Hawkins              , Independent,        0,       6, Jo Jorgensen, Independent,       35,       7, Alyson Kennedy  , Independent,        4,       8, Gloria La Riva, Independent,        0,       9, Kanye West      , Independent,        8,       10, Write-In - R19 Boddie,            ,         0
Washington, 13 Woodland                ,    0013,     0003,       0,         2, United States President                          , 2020-11-03,      11, Write-In - Brian Carroll            ,            ,        0,      12, Write-In - Tom Hoefling       ,            ,        0,      13, Write-In - Jade Simmons               ,            ,        0,      14, Write-In - Kasey Wells                   ,            ,        0,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Washington, 13 Woodland                ,    0013,     0007,       0,         1, United States Senate                             , 2020-11-03,       1, Bill Hagerty                        , Republican ,     1798,       2, Marquita Bradshaw             , Democratic ,      839,       3, " ""Yomi """"Fapas"""" Faparusi Sr.""", Independent,        7,       4, Jeffrey Alan Grunau                      , Independent,        5,       5, Ronnie Henley              , Independent,       10,       6, G. Dean Hill, Independent,        3,       7, Steven J. Hooper, Independent,        7,       8, Aaron James   , Independent,        7,       9, Elizabeth McLeod, Independent,       16,       10, Kacey Morgan         , Independent,         7
Washington, 13 Woodland                ,    0013,     0007,       0,         2, United States Senate                             , 2020-11-03,      11, Eric William Stansberry             , Independent,        6,      12, Write-In - John A. Gentry     ,            ,        0,      13, Write-In - Al Green                   ,            ,        0,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Washington, 13 Woodland                ,    0013,     0011,       1,         0, United States House of Representatives District 1, 2020-11-03,       1, Diana Harshbarger                   , Republican ,     1725,       2, Blair Walsingham              , Democratic ,      904,       3, Steve Holder                          , Independent,       73,       4, Write-In - Josh Berger                   ,            ,        0,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Washington, 13 Woodland                ,    0013,     0017,      06,         0, Tennessee House of Representatives District 6    , 2020-11-03,       1, Tim Hicks                           , Republican ,      387,       2, Brad Batt                     , Democratic ,      190,        ,                                       ,            ,         ,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Washington, 13 Woodland                ,    0013,     0017,      07,         0, Tennessee House of Representatives District 7    , 2020-11-03,       1, Rebecca Keefauver Alexander         , Republican ,     1565,        ,                               ,            ,         ,        ,                                       ,            ,         ,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Washington, 14 Indian Trail            ,    0014,     0003,       0,         1, United States President                          , 2020-11-03,       1, Donald J. Trump                     , Republican ,     1479,       2, Joseph R. Biden               , Democratic ,      893,       3, Don Blankenship                       , Independent,        8,       4, " ""Roque """"Rocky"""" De La Fuente""  ", Independent,        2,       5, Howie Hawkins              , Independent,        4,       6, Jo Jorgensen, Independent,       22,       7, Alyson Kennedy  , Independent,        2,       8, Gloria La Riva, Independent,        5,       9, Kanye West      , Independent,        4,       10, Write-In - R19 Boddie,            ,         0
Washington, 14 Indian Trail            ,    0014,     0003,       0,         2, United States President                          , 2020-11-03,      11, Write-In - Brian Carroll            ,            ,        0,      12, Write-In - Tom Hoefling       ,            ,        0,      13, Write-In - Jade Simmons               ,            ,        0,      14, Write-In - Kasey Wells                   ,            ,        0,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Washington, 14 Indian Trail            ,    0014,     0007,       0,         1, United States Senate                             , 2020-11-03,       1, Bill Hagerty                        , Republican ,     1457,       2, Marquita Bradshaw             , Democratic ,      832,       3, " ""Yomi """"Fapas"""" Faparusi Sr.""", Independent,       11,       4, Jeffrey Alan Grunau                      , Independent,        2,       5, Ronnie Henley              , Independent,        5,       6, G. Dean Hill, Independent,        2,       7, Steven J. Hooper, Independent,        1,       8, Aaron James   , Independent,       11,       9, Elizabeth McLeod, Independent,       16,       10, Kacey Morgan         , Independent,         4
Washington, 14 Indian Trail            ,    0014,     0007,       0,         2, United States Senate                             , 2020-11-03,      11, Eric William Stansberry             , Independent,        5,      12, Write-In - John A. Gentry     ,            ,        0,      13, Write-In - Al Green                   ,            ,        0,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Washington, 14 Indian Trail            ,    0014,     0011,       1,         0, United States House of Representatives District 1, 2020-11-03,       1, Diana Harshbarger                   , Republican ,     1388,       2, Blair Walsingham              , Democratic ,      886,       3, Steve Holder                          , Independent,       66,       4, Write-In - Josh Berger                   ,            ,        0,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Washington, 14 Indian Trail            ,    0014,     0017,      06,         0, Tennessee House of Representatives District 6    , 2020-11-03,       1, Tim Hicks                           , Republican ,     1435,       2, Brad Batt                     , Democratic ,      741,        ,                                       ,            ,         ,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Washington, 15 Princeton               ,    0015,     0003,       0,         1, United States President                          , 2020-11-03,       1, Donald J. Trump                     , Republican ,      443,       2, Joseph R. Biden               , Democratic ,      136,       3, Don Blankenship                       , Independent,        0,       4, " ""Roque """"Rocky"""" De La Fuente""  ", Independent,        1,       5, Howie Hawkins              , Independent,        1,       6, Jo Jorgensen, Independent,       10,       7, Alyson Kennedy  , Independent,        1,       8, Gloria La Riva, Independent,        0,       9, Kanye West      , Independent,        1,       10, Write-In - R19 Boddie,            ,         0
Washington, 15 Princeton               ,    0015,     0003,       0,         2, United States President                          , 2020-11-03,      11, Write-In - Brian Carroll            ,            ,        0,      12, Write-In - Tom Hoefling       ,            ,        0,      13, Write-In - Jade Simmons               ,            ,        0,      14, Write-In - Kasey Wells                   ,            ,        0,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Washington, 15 Princeton               ,    0015,     0007,       0,         1, United States Senate                             , 2020-11-03,       1, Bill Hagerty                        , Republican ,      424,       2, Marquita Bradshaw             , Democratic ,      134,       3, " ""Yomi """"Fapas"""" Faparusi Sr.""", Independent,        1,       4, Jeffrey Alan Grunau                      , Independent,        0,       5, Ronnie Henley              , Independent,        1,       6, G. Dean Hill, Independent,        2,       7, Steven J. Hooper, Independent,        1,       8, Aaron James   , Independent,        1,       9, Elizabeth McLeod, Independent,        4,       10, Kacey Morgan         , Independent,         1
Washington, 15 Princeton               ,    0015,     0007,       0,         2, United States Senate                             , 2020-11-03,      11, Eric William Stansberry             , Independent,        1,      12, Write-In - John A. Gentry     ,            ,        0,      13, Write-In - Al Green                   ,            ,        0,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Washington, 15 Princeton               ,    0015,     0011,       1,         0, United States House of Representatives District 1, 2020-11-03,       1, Diana Harshbarger                   , Republican ,      415,       2, Blair Walsingham              , Democratic ,      145,       3, Steve Holder                          , Independent,       17,       4, Write-In - Josh Berger                   ,            ,        0,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Washington, 15 Princeton               ,    0015,     0017,      06,         0, Tennessee House of Representatives District 6    , 2020-11-03,       1, Tim Hicks                           , Republican ,      393,       2, Brad Batt                     , Democratic ,      137,        ,                                       ,            ,         ,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Washington, 16 Lakeridge               ,    0016,     0003,       0,         1, United States President                          , 2020-11-03,       1, Donald J. Trump                     , Republican ,     1946,       2, Joseph R. Biden               , Democratic ,     1264,       3, Don Blankenship                       , Independent,        9,       4, " ""Roque """"Rocky"""" De La Fuente""  ", Independent,        2,       5, Howie Hawkins              , Independent,        6,       6, Jo Jorgensen, Independent,       41,       7, Alyson Kennedy  , Independent,        3,       8, Gloria La Riva, Independent,        3,       9, Kanye West      , Independent,        7,       10, Write-In - R19 Boddie,            ,         0
Washington, 16 Lakeridge               ,    0016,     0003,       0,         2, United States President                          , 2020-11-03,      11, Write-In - Brian Carroll            ,            ,        0,      12, Write-In - Tom Hoefling       ,            ,        0,      13, Write-In - Jade Simmons               ,            ,        1,      14, Write-In - Kasey Wells                   ,            ,        0,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Washington, 16 Lakeridge               ,    0016,     0007,       0,         1, United States Senate                             , 2020-11-03,       1, Bill Hagerty                        , Republican ,     1943,       2, Marquita Bradshaw             , Democratic ,     1145,       3, " ""Yomi """"Fapas"""" Faparusi Sr.""", Independent,       16,       4, Jeffrey Alan Grunau                      , Independent,        6,       5, Ronnie Henley              , Independent,       10,       6, G. Dean Hill, Independent,        2,       7, Steven J. Hooper, Independent,        2,       8, Aaron James   , Independent,        9,       9, Elizabeth McLeod, Independent,       23,       10, Kacey Morgan         , Independent,        14
Washington, 16 Lakeridge               ,    0016,     0007,       0,         2, United States Senate                             , 2020-11-03,      11, Eric William Stansberry             , Independent,        5,      12, Write-In - John A. Gentry     ,            ,        0,      13, Write-In - Al Green                   ,            ,        0,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Washington, 16 Lakeridge               ,    0016,     0011,       1,         0, United States House of Representatives District 1, 2020-11-03,       1, Diana Harshbarger                   , Republican ,     1854,       2, Blair Walsingham              , Democratic ,     1227,       3, Steve Holder                          , Independent,       87,       4, Write-In - Josh Berger                   ,            ,        0,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Washington, 16 Lakeridge               ,    0016,     0017,      06,         0, Tennessee House of Representatives District 6    , 2020-11-03,       1, Tim Hicks                           , Republican ,     1877,       2, Brad Batt                     , Democratic ,     1077,        ,                                       ,            ,         ,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Washington, 17 Fairmont                ,    0017,     0003,       0,         1, United States President                          , 2020-11-03,       1, Donald J. Trump                     , Republican ,     1210,       2, Joseph R. Biden               , Democratic ,      947,       3, Don Blankenship                       , Independent,        3,       4, " ""Roque """"Rocky"""" De La Fuente""  ", Independent,        2,       5, Howie Hawkins              , Independent,        4,       6, Jo Jorgensen, Independent,       26,       7, Alyson Kennedy  , Independent,        2,       8, Gloria La Riva, Independent,        2,       9, Kanye West      , Independent,        3,       10, Write-In - R19 Boddie,            ,         0
Washington, 17 Fairmont                ,    0017,     0003,       0,         2, United States President                          , 2020-11-03,      11, Write-In - Brian Carroll            ,            ,        0,      12, Write-In - Tom Hoefling       ,            ,        0,      13, Write-In - Jade Simmons               ,            ,        0,      14, Write-In - Kasey Wells                   ,            ,        0,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Washington, 17 Fairmont                ,    0017,     0007,       0,         1, United States Senate                             , 2020-11-03,       1, Bill Hagerty                        , Republican ,     1201,       2, Marquita Bradshaw             , Democratic ,      866,       3, " ""Yomi """"Fapas"""" Faparusi Sr.""", Independent,        6,       4, Jeffrey Alan Grunau                      , Independent,        1,       5, Ronnie Henley              , Independent,        6,       6, G. Dean Hill, Independent,        6,       7, Steven J. Hooper, Independent,        3,       8, Aaron James   , Independent,        5,       9, Elizabeth McLeod, Independent,       19,       10, Kacey Morgan         , Independent,         6
Washington, 17 Fairmont                ,    0017,     0007,       0,         2, United States Senate                             , 2020-11-03,      11, Eric William Stansberry             , Independent,        1,      12, Write-In - John A. Gentry     ,            ,        0,      13, Write-In - Al Green                   ,            ,        0,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Washington, 17 Fairmont                ,    0017,     0011,       1,         0, United States House of Representatives District 1, 2020-11-03,       1, Diana Harshbarger                   , Republican ,     1127,       2, Blair Walsingham              , Democratic ,      938,       3, Steve Holder                          , Independent,       55,       4, Write-In - Josh Berger                   ,            ,        0,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Washington, 17 Fairmont                ,    0017,     0017,      06,         0, Tennessee House of Representatives District 6    , 2020-11-03,       1, Tim Hicks                           , Republican ,     1213,       2, Brad Batt                     , Democratic ,      807,        ,                                       ,            ,         ,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Washington, 18 Carver                  ,    0018,     0003,       0,         1, United States President                          , 2020-11-03,       1, Donald J. Trump                     , Republican ,      635,       2, Joseph R. Biden               , Democratic ,      629,       3, Don Blankenship                       , Independent,        2,       4, " ""Roque """"Rocky"""" De La Fuente""  ", Independent,        1,       5, Howie Hawkins              , Independent,        4,       6, Jo Jorgensen, Independent,       14,       7, Alyson Kennedy  , Independent,        0,       8, Gloria La Riva, Independent,        3,       9, Kanye West      , Independent,        2,       10, Write-In - R19 Boddie,            ,         0
Washington, 18 Carver                  ,    0018,     0003,       0,         2, United States President                          , 2020-11-03,      11, Write-In - Brian Carroll            ,            ,        0,      12, Write-In - Tom Hoefling       ,            ,        0,      13, Write-In - Jade Simmons               ,            ,        0,      14, Write-In - Kasey Wells                   ,            ,        0,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Washington, 18 Carver                  ,    0018,     0007,       0,         1, United States Senate                             , 2020-11-03,       1, Bill Hagerty                        , Republican ,      610,       2, Marquita Bradshaw             , Democratic ,      580,       3, " ""Yomi """"Fapas"""" Faparusi Sr.""", Independent,        0,       4, Jeffrey Alan Grunau                      , Independent,        0,       5, Ronnie Henley              , Independent,        3,       6, G. Dean Hill, Independent,        5,       7, Steven J. Hooper, Independent,        2,       8, Aaron James   , Independent,       11,       9, Elizabeth McLeod, Independent,       10,       10, Kacey Morgan         , Independent,         5
Washington, 18 Carver                  ,    0018,     0007,       0,         2, United States Senate                             , 2020-11-03,      11, Eric William Stansberry             , Independent,        4,      12, Write-In - John A. Gentry     ,            ,        0,      13, Write-In - Al Green                   ,            ,        0,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Washington, 18 Carver                  ,    0018,     0011,       1,         0, United States House of Representatives District 1, 2020-11-03,       1, Diana Harshbarger                   , Republican ,      546,       2, Blair Walsingham              , Democratic ,      614,       3, Steve Holder                          , Independent,       43,       4, Write-In - Josh Berger                   ,            ,        0,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Washington, 18 Carver                  ,    0018,     0017,      06,         0, Tennessee House of Representatives District 6    , 2020-11-03,       1, Tim Hicks                           , Republican ,      567,       2, Brad Batt                     , Democratic ,      542,        ,                                       ,            ,         ,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Washington, 18 Carver                  ,    0018,     0017,      07,         0, Tennessee House of Representatives District 7    , 2020-11-03,       1, Rebecca Keefauver Alexander         , Republican ,       18,        ,                               ,            ,         ,        ,                                       ,            ,         ,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Washington, 19 Henry Johnson 6         ,    0019,     0003,       0,         1, United States President                          , 2020-11-03,       1, Donald J. Trump                     , Republican ,      494,       2, Joseph R. Biden               , Democratic ,      804,       3, Don Blankenship                       , Independent,        0,       4, " ""Roque """"Rocky"""" De La Fuente""  ", Independent,        1,       5, Howie Hawkins              , Independent,        5,       6, Jo Jorgensen, Independent,       21,       7, Alyson Kennedy  , Independent,        0,       8, Gloria La Riva, Independent,        5,       9, Kanye West      , Independent,        2,       10, Write-In - R19 Boddie,            ,         0
Washington, 19 Henry Johnson 6         ,    0019,     0003,       0,         2, United States President                          , 2020-11-03,      11, Write-In - Brian Carroll            ,            ,        0,      12, Write-In - Tom Hoefling       ,            ,        0,      13, Write-In - Jade Simmons               ,            ,        0,      14, Write-In - Kasey Wells                   ,            ,        0,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Washington, 19 Henry Johnson 6         ,    0019,     0007,       0,         1, United States Senate                             , 2020-11-03,       1, Bill Hagerty                        , Republican ,      467,       2, Marquita Bradshaw             , Democratic ,      748,       3, " ""Yomi """"Fapas"""" Faparusi Sr.""", Independent,        7,       4, Jeffrey Alan Grunau                      , Independent,        2,       5, Ronnie Henley              , Independent,        4,       6, G. Dean Hill, Independent,        6,       7, Steven J. Hooper, Independent,        3,       8, Aaron James   , Independent,        4,       9, Elizabeth McLeod, Independent,       14,       10, Kacey Morgan         , Independent,         9
Washington, 19 Henry Johnson 6         ,    0019,     0007,       0,         2, United States Senate                             , 2020-11-03,      11, Eric William Stansberry             , Independent,        2,      12, Write-In - John A. Gentry     ,            ,        0,      13, Write-In - Al Green                   ,            ,        0,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Washington, 19 Henry Johnson 6         ,    0019,     0011,       1,         0, United States House of Representatives District 1, 2020-11-03,       1, Diana Harshbarger                   , Republican ,      459,       2, Blair Walsingham              , Democratic ,      764,       3, Steve Holder                          , Independent,       46,       4, Write-In - Josh Berger                   ,            ,        0,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Washington, 19 Henry Johnson 6         ,    0019,     0017,      06,         0, Tennessee House of Representatives District 6    , 2020-11-03,       1, Tim Hicks                           , Republican ,      455,       2, Brad Batt                     , Democratic ,      705,        ,                                       ,            ,         ,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Washington, 20 Henry Johnson 7         ,    0020,     0003,       0,         1, United States President                          , 2020-11-03,       1, Donald J. Trump                     , Republican ,     1182,       2, Joseph R. Biden               , Democratic ,      852,       3, Don Blankenship                       , Independent,        3,       4, " ""Roque """"Rocky"""" De La Fuente""  ", Independent,        0,       5, Howie Hawkins              , Independent,        6,       6, Jo Jorgensen, Independent,       39,       7, Alyson Kennedy  , Independent,        3,       8, Gloria La Riva, Independent,        4,       9, Kanye West      , Independent,        6,       10, Write-In - R19 Boddie,            ,         0
Washington, 20 Henry Johnson 7         ,    0020,     0003,       0,         2, United States President                          , 2020-11-03,      11, Write-In - Brian Carroll            ,            ,        1,      12, Write-In - Tom Hoefling       ,            ,        0,      13, Write-In - Jade Simmons               ,            ,        1,      14, Write-In - Kasey Wells                   ,            ,        0,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Washington, 20 Henry Johnson 7         ,    0020,     0007,       0,         1, United States Senate                             , 2020-11-03,       1, Bill Hagerty                        , Republican ,     1152,       2, Marquita Bradshaw             , Democratic ,      771,       3, " ""Yomi """"Fapas"""" Faparusi Sr.""", Independent,       14,       4, Jeffrey Alan Grunau                      , Independent,        1,       5, Ronnie Henley              , Independent,       11,       6, G. Dean Hill, Independent,        6,       7, Steven J. Hooper, Independent,        7,       8, Aaron James   , Independent,       10,       9, Elizabeth McLeod, Independent,       15,       10, Kacey Morgan         , Independent,        10
Washington, 20 Henry Johnson 7         ,    0020,     0007,       0,         2, United States Senate                             , 2020-11-03,      11, Eric William Stansberry             , Independent,        8,      12, Write-In - John A. Gentry     ,            ,        0,      13, Write-In - Al Green                   ,            ,        0,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Washington, 20 Henry Johnson 7         ,    0020,     0011,       1,         0, United States House of Representatives District 1, 2020-11-03,       1, Diana Harshbarger                   , Republican ,     1098,       2, Blair Walsingham              , Democratic ,      815,       3, Steve Holder                          , Independent,       82,       4, Write-In - Josh Berger                   ,            ,        0,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Washington, 20 Henry Johnson 7         ,    0020,     0017,      07,         0, Tennessee House of Representatives District 7    , 2020-11-03,       1, Rebecca Keefauver Alexander         , Republican ,     1268,        ,                               ,            ,         ,        ,                                       ,            ,         ,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Washington, 21 Keystone                ,    0021,     0003,       0,         1, United States President                          , 2020-11-03,       1, Donald J. Trump                     , Republican ,      592,       2, Joseph R. Biden               , Democratic ,      479,       3, Don Blankenship                       , Independent,        3,       4, " ""Roque """"Rocky"""" De La Fuente""  ", Independent,        2,       5, Howie Hawkins              , Independent,        2,       6, Jo Jorgensen, Independent,       14,       7, Alyson Kennedy  , Independent,        1,       8, Gloria La Riva, Independent,        0,       9, Kanye West      , Independent,        4,       10, Write-In - R19 Boddie,            ,         0
Washington, 21 Keystone                ,    0021,     0003,       0,         2, United States President                          , 2020-11-03,      11, Write-In - Brian Carroll            ,            ,        0,      12, Write-In - Tom Hoefling       ,            ,        0,      13, Write-In - Jade Simmons               ,            ,        0,      14, Write-In - Kasey Wells                   ,            ,        0,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Washington, 21 Keystone                ,    0021,     0007,       0,         1, United States Senate                             , 2020-11-03,       1, Bill Hagerty                        , Republican ,      549,       2, Marquita Bradshaw             , Democratic ,      444,       3, " ""Yomi """"Fapas"""" Faparusi Sr.""", Independent,        4,       4, Jeffrey Alan Grunau                      , Independent,        1,       5, Ronnie Henley              , Independent,        6,       6, G. Dean Hill, Independent,        1,       7, Steven J. Hooper, Independent,        5,       8, Aaron James   , Independent,        8,       9, Elizabeth McLeod, Independent,       15,       10, Kacey Morgan         , Independent,         1
Washington, 21 Keystone                ,    0021,     0007,       0,         2, United States Senate                             , 2020-11-03,      11, Eric William Stansberry             , Independent,        1,      12, Write-In - John A. Gentry     ,            ,        0,      13, Write-In - Al Green                   ,            ,        0,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Washington, 21 Keystone                ,    0021,     0011,       1,         0, United States House of Representatives District 1, 2020-11-03,       1, Diana Harshbarger                   , Republican ,      547,       2, Blair Walsingham              , Democratic ,      472,       3, Steve Holder                          , Independent,       38,       4, Write-In - Josh Berger                   ,            ,        0,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Washington, 21 Keystone                ,    0021,     0017,      07,         0, Tennessee House of Representatives District 7    , 2020-11-03,       1, Rebecca Keefauver Alexander         , Republican ,      504,        ,                               ,            ,         ,        ,                                       ,            ,         ,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Washington, 22 South Side              ,    0022,     0003,       0,         1, United States President                          , 2020-11-03,       1, Donald J. Trump                     , Republican ,      490,       2, Joseph R. Biden               , Democratic ,     1032,       3, Don Blankenship                       , Independent,        2,       4, " ""Roque """"Rocky"""" De La Fuente""  ", Independent,        4,       5, Howie Hawkins              , Independent,       10,       6, Jo Jorgensen, Independent,       24,       7, Alyson Kennedy  , Independent,        0,       8, Gloria La Riva, Independent,        3,       9, Kanye West      , Independent,        5,       10, Write-In - R19 Boddie,            ,         0
